code,name,name_en,full_name,full_name_en,code_name,province_code,center
835,Bình Đại,Binh Dai,Huyện Bình Đại,Binh Dai District,binh_dai,83,"10.1868061, 106.6936108"
836,Ba Tri,Ba Tri,Huyện Ba Tri,Ba Tri District,ba_tri,83,"10.0729285, 106.59765216475205"
837,Thạnh Phú,Thanh Phu,Huyện Thạnh Phú,Thanh Phu District,thanh_phu,83,"9.9280022, 106.56729845935249"
838,Mỏ Cày Bắc,Mo Cay Bac,Huyện Mỏ Cày Bắc,Mo Cay Bac District,mo_cay_bac,83,"10.167109799999999, 106.29169666428709"
842,Trà Vinh,Tra Vinh,Thành phố Trà Vinh,Tra Vinh City,tra_vinh,84,"9.9355829, 106.3397849"
844,Càng Long,Cang Long,Huyện Càng Long,Cang Long District,cang_long,84,"9.9974486, 106.204674"
845,Cầu Kè,Cau Ke,Huyện Cầu Kè,Cau Ke District,cau_ke,84,"9.8711224, 106.0605124"
846,Tiểu Cần,Tieu Can,Huyện Tiểu Cần,Tieu Can District,tieu_can,84,"9.8176711, 106.1923012"
847,Châu Thành,Chau Thanh,Huyện Châu Thành,Chau Thanh District,chau_thanh,84,"9.8704666, 106.3485769"
848,Cầu Ngang,Cau Ngang,Huyện Cầu Ngang,Cau Ngang District,cau_ngang,84,"9.7946667, 106.4515348"
849,Trà Cú,Tra Cu,Huyện Trà Cú,Tra Cu District,tra_cu,84,"9.6864538, 106.2597044"
850,Duyên Hải,Duyen Hai,Huyện Duyên Hải,Duyen Hai District,duyen_hai,84,"9.6373988, 106.4963381"
851,Duyên Hải,Duyen Hai,Thị xã Duyên Hải,Duyen Hai Town,duyen_hai,84,"9.6373988, 106.4963381"
855,Vĩnh Long,Vinh Long,Thành phố Vĩnh Long,Vinh Long City,vinh_long,86,"10.2544281, 105.9669665"
857,Long Hồ,Long Ho,Huyện Long Hồ,Long Ho District,long_ho,86,"10.23265135, 106.00828664811854"
858,Mang Thít,Mang Thit,Huyện Mang Thít,Mang Thit District,mang_thit,86,"10.1830409, 106.09631241870511"
859,Vũng Liêm,Vung Liem,Huyện Vũng Liêm,Vung Liem District,vung_liem,86,"10.0577136, 106.15917673383323"
860,Tam Bình,Tam Binh,Huyện Tam Bình,Tam Binh District,tam_binh,86,"10.0487127, 105.9994287"
861,Bình Minh,Binh Minh,Thị xã Bình Minh,Binh Minh Town,binh_minh,86,"10.0681781, 105.8228661"
862,Trà Ôn,Tra On,Huyện Trà Ôn,Tra On District,tra_on,86,"9.965542, 105.9223145"
863,Bình Tân,Binh Tan,Huyện Bình Tân,Binh Tan District,binh_tan,86,"10.12939735, 105.77824680286953"
866,Cao Lãnh,Cao Lanh,Thành phố Cao Lãnh,Cao Lanh City,cao_lanh,87,"10.4620322, 105.6357948"
867,Sa Đéc,Sa Dec,Thành phố Sa Đéc,Sa Dec City,sa_dec,87,"10.2943716, 105.7588147"
868,Hồng Ngự,Hong Ngu,Thành phố Hồng Ngự,Hong Ngu City,hong_ngu,87,"10.8083867, 105.3417921"
869,Tân Hồng,Tan Hong,Huyện Tân Hồng,Tan Hong District,tan_hong,87,"10.87866915, 105.48801795021626"
870,Hồng Ngự,Hong Ngu,Huyện Hồng Ngự,Hong Ngu District,hong_ngu,87,"10.8083867, 105.3417921"
871,Tam Nông,Tam Nong,Huyện Tam Nông,Tam Nong District,tam_nong,87,"10.73805725, 105.51420276256565"
872,Tháp Mười,Thap Muoi,Huyện Tháp Mười,Thap Muoi District,thap_muoi,87,"10.5605098, 105.81180989490429"
873,Cao Lãnh,Cao Lanh,Huyện Cao Lãnh,Cao Lanh District,cao_lanh,87,"10.4620322, 105.6357948"
874,Thanh Bình,Thanh Binh,Huyện Thanh Bình,Thanh Binh District,thanh_binh,87,"10.6095651, 105.47864333850754"
875,Lấp Vò,Lap Vo,Huyện Lấp Vò,Lap Vo District,lap_vo,87,"10.3610793, 105.5204952"
876,Lai Vung,Lai Vung,Huyện Lai Vung,Lai Vung District,lai_vung,87,"10.2880817, 105.6596409"
877,Châu Thành,Chau Thanh,Huyện Châu Thành,Chau Thanh District,chau_thanh,87,"10.2609177, 105.8769083"
883,Long Xuyên,Long Xuyen,Thành phố Long Xuyên,Long Xuyen City,long_xuyen,89,"10.3905437, 105.4337523"
884,Châu Đốc,Chau Doc,Thành phố Châu Đốc,Chau Doc City,chau_doc,89,"10.7101815, 105.1188675"
886,An Phú,An Phu,Huyện An Phú,An Phu District,an_phu,89,"10.835033150000001, 105.10362474984248"
